El amor hace fruncir,tango,Z0999900282,,
El amor imposible,canción,Z0999913473,Daniel Piazzolla,Horacio Arturo Ferrer
El amor no tiene precio,tango,Z0999917285,Miguel Ángel Barcos,Nelson Pilosof
El amor por radio,,T0373879243,Juan Carlos Cobián,Enrique Cadícamo
El amor secreto,canción,Z0999913470,Daniel Piazzolla,Horacio Arturo Ferrer
El amure,poema lunfardo,Z0999911687,,
El anatomista,tango,T0370111026,Vicente Greco,Ernesto Temes
El andar se hace más lento,,T0372077241,Osvaldo Larrea,Osvaldo Larrea
El andariego,,T0350057601,Álvaro Carrillo,Álvaro Carrillo
El andariego,tango,T0370155046,Alfredo J. Gobbi,-
El ángel de alejandra,,Z0001062404,Saúl Cosentino,
El ángel de León,tango,Z0999918821,Pepe Motta,
El ángel de los niños,tango,Z0999913113,Carlos Di Sarli,Héctor Marcó
El ángel del tango,,T0373046979,Roberto Siri,
El ángel dormido,tango,T0372687905,Eladia Blázquez,Eladia Blázquez
El ángel milonguero,poema,Z0999914856,,
El anillito de plata,tango,Z0999916475,Julio Plácido Navarrine,Julio Plácido Navarrine
El anillo,zamba,Z0999901500,,Ambrosio Río
El anillo de compromiso,,T0370234119,Rafael Rossi,Francisco Brancatti
El anillo de oro,tango,T0370001425,Miguel Bucino,Luis César Amadori
El antifaz negro,vals,Z0999916730,Luis Teisseire,Juan Andrés Caruso
El antifaz rojo,,T0370111504,Andrés Domenech,Jesús Fernández Blanco
El anzuelo,vals,Z0999900347,,
El apache,tango,Z0999916065,Mauricio Mignot,-
El apache argentino,tango,T0370001549,Manuel Gregorio Aróztegui,Arturo Mathon
El apache argentino,tango,Z0999990598,Manuel Gregorio Aróztegui,Carlos Waiss
El apache cordobes,tango cordobes,Z0999990599,Ciriaco Ortiz,
El apache porteño,tango,T0374400039,Luis Bernstein,-
El apagón,tango,T0373466002,Acho Estol,Acho Estol
El apero,tango,Z0999917527,Antonio Frizziani,-
El apronte,tango,T0370001583,Roberto Firpo,-
El arbol del olvido,tango,Z0999990600,,
El árbol sin luz,,T0371642691,Paco Berón,Paco Berón
El arca de Pascual,tango,Z0001167672,Oscar Pometti,Ernesto Pierro
El Argentino,tango,Z0999912662,Vicente Loduca,-
El aromo,milonga campera,T0370317148,Atahualpa Yupanqui,Romildo Risso
El arrabal cierra sus puertas,tango,Z0999901978,Raquel Notar,Edelmiro Garrido
El arranque,tango,T0370001823,Julio De Caro,Mario Gomila
El arrecife,tango,Z0999900907,,
El arriero,canción campera,T0370223178,Atahualpa Yupanqui,Atahualpa Yupanqui
El arroyito,tango,T0370001890,Samuel Castriota,Celedonio Flores
El arte de amar,,T9015579450,"Max Masri, Diego Sebastian Velazquez",
El artesano,poema lunfardo,Z0999917110,,
El artillero,tango,Z0999914799,Eduardo Villegas,-
El artista,tango,T0373683158,Sebastián Piana,Homero Manzi
El as,tango,Z0999915265,Salvador Merico,-
El as de los ases,tango,T0370107848,Eduardo Pereyra,Celedonio Flores
El as de los ases,,T0370170083,Cátulo Castillo,Francisco Bohigas
El as de los ases,poema lunfardo,Z0999911096,,
El asalto,milonga,T0370461361,"Argentino Ledesma, Mario Battistella","Argentino Ledesma, Mario Battistella"
El asustado,tango,Z0999901830,Luis Canaro,
El atlántico,,T0370102912,Augusto Pedro Berto,
El atorro,poema lunfardo,Z0999911774,,
El atrapa-corazones,poema evocativo,Z0999913043,,
El atrevido,,T0370449389,José Basso,Abel Aznar
El aullido,,T0370234244,Ángel F. Condercuri,-
El ausente,vals,Z0999911891,,Nolo López
El ayer de un vals,,T0370002757,Alfredo Juan Acerenza,Carlos Lucero
El azulejo,tango,Z0999990602,Ernesto Ponzio,
El bacán del auto a plazos,,T0370102218,Juan Carlos Bazán,Arturo Rodríguez Bustamante
El bacilo,tango,Z0999917190,Alberico Spátola,-
El bailarín de tangos,,T0370166189,Charlo,Enrique Cadícamo
El baile de la selva,,Z0001096912,Ángel Villoldo,Ángel Villoldo
El baile de Ña Baldomera,recitado cómico,Z0999913995,,
El bailongo,tango,Z0999919122,,
El bajel,tango,T0370102423,"Francisco De Caro, Julio De Caro",-
El balsamo,,T0374218888,,
El bandoneón de Miguel,,T0373398174,"Clorinda Esther Gatti, Pablo Zapata",Clorinda Esther Gatti
El baquiano,tango,T0370003909,Agustín Bardi,-
El bar de la salvación,tango,T0373175917,Adrián Abonizio,Adrián Abonizio
El bar de rosendo,tango,T0370496357,Ángel D'Agostino,Enrique Cadícamo
El barbijo,tango,T0370033854,Andrés Domenech,Jesús Fernández Blanco
El barco María,tango,T0370205030,Carlos Viván,Horacio Sanguinetti
El barquito,,T0370684722,"Abel Aznar, Rubén Sosa","Abel Aznar, Rubén Sosa"
El barrilete con forma de estrella,,T0371962821,Carlos Andreoli,Raúl González Tuñón
El barrio,poema lunfardo,Z0999912630,,
El barrio del tambor,milonga,T0370205041,Antonio Bonavena,Horacio Sanguinetti
El barrio fue,tango,T0371563799,Alberto Carlos Cabrera,
El barrio murmura,tango,T0370033945,Carlos Enrique,Luis Díaz
El barrio murmura,tango,Z0999900049,,
El batará,zamba,Z0999911014,,Francisco Bianco
El batarás,tango,Z0999917011,Miguel Tornquist,-
El batidor,tango,T0370098364,Ernesto de la Cruz,Francisco Alfredo Marino
El bazar de los juguetes,tango,T0370329728,"Roberto Rufino, Alberto Podestá",Reinaldo Yiso
El bentilador [ventilador],,T0370523935,,Carlos Bahr
El bergantin,vals,Z0999990603,Violeta Parra,Violeta Parra
El besito,tango,T0370098013,Juan de Dios Filiberto,Gabino Coria Peñaloza
El beso,paso doble,T0410001330,Fernando Moraleda Bellver,
El beso,vals,Z0999916706,,
El beso aquel,tango,Z0999901758,,
El beso aquel,tango,Z0999916484,Alberto Suárez Villanueva,Enrique Cadícamo
El beso de Manuelita,tango,T0373996383,Enrique Maciel,Héctor Pedro Blomberg
El beso de muerte,tango,Z0999918557,Osman Pérez Freire,
El beso del soldado,paso doble,T0370105795,Manuel Jovés,
El beso que te di,tango,T0370971804,Antonio A. Fassa,Isabel de Angelis
El bichaje,milonga,Z0999917163,Graciela Pesce,Roberto Selles
El bichito del amor,ranchera,Z0000000415,Francisco Canaro,"Antonio Botta, José González Castillo (Juan de León), Luis César Amadori"
El bien pagado,,T0373534407,Claudia Levy,
El biguá,zamba,Z0999900285,José María Aguilar,
El biguá,tango,Z0999917079,Carlos Posadas,-
El bisturí,tango,T0370100096,Roberto Firpo,-
El bochinca,tango,T0371255934,"Tití Rossi, Miguel Nijensohn",-
El bohemio,,T0418666735,Litto Nebbia,Litto Nebbia
El boletin,tango,Z0999909468,Astor Piazzolla,-
El bollitero,tango,Z0999916584,Próspero Cimaglia,-
El bombín,,T0370167808,Ramón Zarzoso Aguilar,Antonio Botta
El bondi,milonga,Z0999915917,,
El borrachito,bailecito,T0370004208,Manuel Acosta Villafañe,Manuel Acosta Villafañe
El borracho,tango,Z0999911941,José Luis Padula,
El borracho,tango,Z0999917455,Domingo Julio Vivas,Gerónimo Gradito
El borrador,tango,T0370159720,Vicente Romeo,Bernardino Iadarola
El bosque mágico,milonga,T0371096104,Horacio Salgán,-
El botija,,T0370097952,Juan Carlos Cobián,Enrique Cadícamo
El botón,tango,Z0999916642,Carlos Minotti,-
El boulevard,tango,T0720797261,"Max Masri, Diego Sebastian Velazquez",-
El boyero,estilo,Z0999911851,,
El boyero,,Z0999918213,,
El boyero,estilo,Z0999990604,Benjamín Tagle Lara,"Agustín Irusta, Roberto Fugazot"
El brocal,estilo,T0370004286,Francisco Canaro,Juan Andrés Caruso
El brocal,tango milonga,T0464097913,"Miguel Villasboas, Orlando Romanelli",-
El brujo,tango,Z0000022804,Juan Carlos Bazán,Eduardo Carrasquilla Mallarino
El buen augurio,tango,T0373172532,"Lito Vitale, Lucho González",Adrián Abonizio
El buen mozo,,T0372487154,Carlos Lucero,Carlos Lucero
El buey solo,tango,Z0000004878,Agustín Bardi,-
El bulín de Don Luis,tango,T0370106083,Marino García,Ireneo Antenor Troncoso
El bulín de la alegría,tango,T0370106094,Domingo Greco,
El bulín de la calle Ayacucho,tango,T0370106107,"José Servidio, Luis Servidio",Celedonio Flores
El burro,tango,Z0999917617,Carlos Minotti,-
El burro de José,,T0370403238,"Carlos Bahr, José Raúl Iglesias",
El buscapié,tango,T0370243814,José Dames,-
El buzón,milonga,Z0999916964,,Nelson Pilosof
El caballito,,T0372731822,Raúl Miguel Garello,Horacio Arturo Ferrer
El caballito,tango,Z0999918788,Salvador Ripu,Ivan Diez
El caballito de madera,,T0370551715,Carlos Bahr,Carlos Bahr
El caballo de la calesita,,Z0999990605,Juan Cedrón,Juan Gelman
El caballo de oros,tango,T0370114923,Gerardo Matos Rodríguez,
El caballo del pueblo,tango,Z0000066465,Alberto Soifer,Manuel Romero
El cabaret de la academia,tango,Z0999900669,,
El cabaret paradise,vals,Z0999990606,,
El Cabo Fels,tango,Z0999917318,Pedro Sofia,-
El cabrero,,Z0999990607,José Betinotti,José Betinotti
El caburé,tango,T0370004742,Arturo De Bassi,-
El caburé,tango,Z0999910026,Arturo De Bassi,Roberto Lino Cayol
El caburé,tango,Z0999912402,Arturo De Bassi,Carlos Waiss
El Cachafaz,tango,T0370004764,Manuel Gregorio Aróztegui,-
El Cachafaz,tango,Z0999902213,Manuel Gregorio Aróztegui,Ángel Villoldo
El Cachafaz,poema,Z0999990608,,Carlos de la Púa
El cachivachero,candombe,T0464667104,Rubén Carambula,Rubén Carambula
El cachorrito,tango,T0370204628,Ángel Villoldo,"Carlos Pesce, Antonio Polito"
El café,,T0372981515,,Martina Iñiguez
El café de mi barrio,poema lunfardo,Z0999911097,,
El cafiso,tango,Z0999911701,,
El calabozo,tango,T0370117002,Augusto Gentile,-
El calambre,tango,Z0999909536,Astor Piazzolla,Astor Piazzolla
El calaverón,tango,T0370238702,Alberico Spátola,-
El camión,tango,T0370272880,"Ricardo Héctor Seritti, Alberto Máximo Ruíz Basilio",
El campeón,tango,T0370086308,"Juan Carlos Cobián, Enrique Cadícamo",
El canario,tango,Z0999917890,,-
El canarito ciego,,T0370489523,Alberto Mastra,Alberto Mastra
El cancerbero,gato,Z0999901668,R. Arancibia Rodríguez,
El canchero,tango,T0370005336,Luis Teisseire,-
El cancionero,tango,Z0999900511,,
El candidato,,Z0999990609,,Héctor Gagliardi
El candombe,tango,T0370178009,Julio De Caro,Enrique Cadícamo
El candombe,tango,Z0999990610,,
El candombe de Ricardo,,T0373017185,Osvaldo Larrea,Gilberto Casciani
El canfinflero,tango,Z0999918714,Gerardo Metallo,
El cantar de aquel malevo,tango,T0370120663,Rodolfo Sciammarella,Andrés Gonzalez Pulido
El cantar de los gitanos,paso doble,T0370005427,Pascual De Lucca,Pascual De Lucca
El cantar de los reseros,canción,T0370005438,Antonio Di Benedetto,Antonio Di Benedetto
El cantar de mi ciudad,fox trot,Z0999916860,Eleuterio Iribarren,José Agustín Ferreyra Saavedra
El cantar de mis penas,,Z0999990611,Héctor Palacios,
El cantar de un tango,tango,T0370188616,Martin Darré,Martin Darré
El cantar del corazón,,Z0999990612,Ciriaco Ortiz,Carmelo Santiago
El canto de la selva,canción,Z0000011063,Ángel Greco,
El canto de sus fueyes,,T0371790167,,Anselmo A. Aieta
El canto de tu hijo,,T0371927955,,Oscar Vázquez
El cantor,vals,Z0001324817,Javier Sánchez,Javier Sánchez
El cantor,milonga,Z0999918899,Cholo Montironi,
El cantor de Buenos Aires,tango,T0370005585,Juan Carlos Cobián,Enrique Cadícamo
El cantor de Sevilla,paso doble,T0370005596,Andrés Domenech,Jesús Fernández Blanco
El cantor del pueblo,,T0370257843,Enrique Cadícamo,Enrique Cadícamo
El capitalismo foráneo,,T0039285125,"Philippe Cohen-Solal, Nini Flores, Christoph H. Müller",-
El capote,,T0370305364,Ángel F. Condercuri,-
El caprichoso,,T0370204684,Ángel Villoldo,"Carlos Pesce, Antonio Polito"
El caprichoso,,T0370344925,Ángel Villoldo,Francisco García Jiménez
El caramelito,milonga,T0370497258,"Carlos Ángel Lázzari, Juan Polito, Ángel Gatti","Carlos Ángel Lázzari, Juan Polito, Ángel Gatti"
El carancho,tango,T0370118221,Luis Bernstein,-
El carancho,tango,T8023026010,Sergio Gobi,
El cardo azul,estilo,T0370118298,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano"
El carrerito,tango,T0370076553,Raúl Joaquín de los Hoyos,Alberto Vacarezza
El carretero,canción criolla,T0370006022,Arturo De Nava,José Carrilero
El carretero,vals,Z0999911952,Guillermo Barbieri,José Rial (h)
El carretón,estilo,Z0000016082,José Servidio,
El cartonero,tango,T8008560382,Jürgen Schwenkglenks,-
El casamiento,recitado,T0373706150,,Héctor Gagliardi
El casamiento no me interesa,fox trot,T0370006066,Francisco Canaro,Ivo Pelay
El Casimiro,tango,Z0999912746,Miguel Tornquist,
El casorio e'Cipriano,ranchera,Z0999901158,,
El castigo,tango,T0370040622,Juan Bautista Domingo Rezzano,Juan Bautista Domingo Rezzano
El catedratico,milonga,T0370003578,"Enrique Mora, Carlos Marcucci",
El celoso,tango,Z0999918702,Ángel Metallo,
El cencerro,milonga,T0370006260,José Martínez,Francisco Antonio Lio
El centauro,,T0373547557,Enrique Cadícamo,-
El cerro,tango,Z0999917245,Agesilao Ferrazzano,-
El chacotón,tango,Z0999911141,Francisco Lomuto,-
El chafe y la mucama,,T0370249141,"Francisco Canaro, Mariano Mores",-
El chamamecero,,T0370722852,"Eduardo Rovira, Eduardo Parula",-
El chamuyo,tango,T0370007694,Francisco Canaro,-
El chamuyo,,Z0999990613,Edmundo Rivero,
El chañar,tango,T0370125146,Eduardo Arolas,Gabriel Clausi
El chapucero,milonga,T0370451403,Carmen Castelletto,
El charabón,tango,T0370367002,Juan Lorenzo Labissier,"Antonio Polito, Eduardo Moreno"
El charquero,,T0370761231,Alberto Pugliese,
El che,guajira,Z0999916953,,
El che,tango,Z0999918700,,
El chiche,tango,Z0999901222,Julio Pollero,
El chico,,T0373208651,Enrique Cadícamo,Enrique Cadícamo
El chiflao,tango,T0370173946,Jorge Sara,
El chimango,tango,Z0999911702,,
El chinchorro,tango,T0370124109,Nerón Ferrazzano,
El chinchorro,tango,Z0999912786,Miguel Tornquist,
El chinchorro,,Z0999990614,Augusto Gentile,
El chingolo,tango,Z0999918709,Gerardo Metallo,
El chino Pantaleón,milonga,Z0000058062,Francisco Canaro,Francisco Canaro
El chistoso,tango,Z0999917259,Leopoldo Thompson,-
El choclo,tango,T0370007990,Ángel Villoldo,"Enrique Santos Discépolo, Juan Carlos Marambio Catán"
El choclo,tango,Z0999902206,Ángel Villoldo,Ángel Villoldo
El choclo,tango,Z0999911055,Ángel Villoldo,Juan Carlos Marambio Catán
El choclo,poema,Z0999990615,,Carlos de la Púa
El choclo,tango,Z0999990616,Ángel Villoldo,Enrique Santos Discépolo
El choclo,tango,Z0999990617,Ángel Villoldo,
El cholulo,tango,Z0999990618,,
El chueco Fangio,marcha candombe,Z0000082504,Francisco Canaro,Francisco Canaro
El chupete,tango,T0370046073,Carlos Ricardo Gaudencio,Antonio Polito
El Ciclón,tango,T0373404580,Mario Valdez,Ernesto Pierro
El ciego,tango,Z0999917904,,
El cieguito de Montmartre,tango,Z0999900283,,
El cielo en las manos,tango,T9007564401,Astor Piazzolla,Homero Cárpena
El cielo en tus ojos,tango,T0372487096,,-
El cielo en tus ojos,tango,Z0000054561,Francisco Pracánico,Francisco Bohigas
El cielo llora,,T0370586381,Anselmo F. Aieta,
El cielo lloró por mi,tango,T0370792054,Miguel Ángel Pepe Ratto,Agustín Minotti
El cielo y tú,,T0370170890,Carlos Di Sarli,Atilio Supparo
El ciento ochenta,gato,T0370092560,Andrés Chazarreta,"Alberto Hilarion Acuña, René Ruiz"
El cimarrón del estribo,canción,T0370198961,Luis Fernández de Retana,Luis Fernández de Retana
El cincuenta y ocho,,T0370463061,Héctor Varela,Alberto Nery
El circo se va,tango,T0370134534,Cátulo Castillo,José González Castillo (Juan de León)
El ciruja,tango,T0370006384,Ernesto de la Cruz,Francisco Alfredo Marino
El ciruja de sorrento,tango,Z0999901738,Samuel Castriota,Julio A. Buron
El cisne,tango,T0370006395,José María Rizzuti,-
El cisne,vals,T0370037469,Antonio Anselmi,Antonio Anselmi
El clásico,tango,Z0000054915,Carlos Macchi,-
El clavel,tango,T0370077409,Enrique Delfino,Manuel Romero
El clavelero,,T0370006442,Anselmo A. Aieta,Nolo López
El clavelito,tango,T0370422993,"Ángel Cabral, Roberto Rufino",Reinaldo Yiso
El Club Del Clon,tango,Z0999990619,Carlos Libedinsky,Carlos Libedinsky
El cocherito,tango,T0370199908,"Ángel D'Agostino, Alfredo Attadía",Santiago Luis D. Adamini
El cochero,tango,Z0999909041,Yves Puech,-
El cochero de tranway,,Z0999990620,Ángel Villoldo,Ángel Villoldo
El cofrecito,tango canción,Z0999990621,,
El cohete lunar,,T0370463141,Anselmo A. Aieta,José Celano
El coleccionista,milonga,Z0999913269,,-
El colectivero,,Z0999990622,,Enrique Cadícamo
El colmado,,T0370186789,Francisco Lomuto,"Ivo Pelay, Antonio Botta"
El color de Buenos Aires,tango,T0374058895,Edgardo Acuña,Edgardo Acuña
El color de tu sombra,tango,Z0999990623,,-
El coloso,tango,Z0999919144,Santiago Paris,
El comandante,milonga,T0370297941,"Roberto Pilar Mercardo, Domingo Pisera",Domingo Félix Basso
El cómico,tango,Z0999900284,Antonio Scatasso,
El Comisionado,tango,Z0999910401,Osvaldo Fresedo,-
El compadre,,Z0999990624,,Evaristo Carriego
El compadre oriental,tango,Z0999902034,Alfredo E. Gobbi,
El compinche,tango,T0370119495,Roberto Firpo,-
El concursante,,T0370974972,"Carlos Lucero, Jorge Dragone",
El conscripto,recitado,Z0999990625,,Héctor Gagliardi
El consejo,poema lunfardo,Z0999917086,,
El consejo maternal,,T0370318390,Ángel F. Condercuri,FONDO NACIONAL DE LAS ARTES
El consentido,tango,Z0000035402,Emilio Iribarne,Mario N. Valdez
El consorcio,tango,Z0999915670,,
El contagio,tango,Z0999900670,,
El contrapunto,milonga,T0370006884,Julio De Caro,Jesús Fernández Blanco
El conventillo,tango,T0370089567,Rafael Rossi,Enrique Dizeo
El conventillo,milonga,Z0000133927,Ernesto Baffa,"Fernando Rolón, Arturo De La Torre"
El conventillo,,Z0999918144,Francisco Payá,
El conventillo 'quaranta',milonga,Z0999990626,Eduardo Marvezi,Eduardo Marvezi
El conventillo cuaranta,tango,T0371839621,Eduardo Marvezi,
El corazón al sur,tango,T0371340930,Eladia Blázquez,Eladia Blázquez
El corazón de tu violín,tango,T0371739160,Eladia Blázquez,Eladia Blázquez
El corazón lo dobló,,T0370404059,"Osvaldo Larrea, Juan Carlos Marambio Catán",
El corazón me decía,tango,T0370214020,Vicente Salerno,Roberto Lambertucci
El corazón me engañó,tango,T0370091078,Miguel Bucino,Miguel Bucino
El corazón me robaste,zamba,T0370132005,Francisco Pracánico,Francisco Pracánico
El cornetín del tranvía,tango,T0370007149,Antonio Oscar Arona,Armando Tagini
El coro,,T0371113686,Eladia Blázquez,Eladia Blázquez
El corralero,tango,T0450318178,,
El corralero,,Z0999990627,,
El correntino,tango,Z0999916870,Horacio Pettorossi,-
El corrupto,milonga,Z0999916509,,
El coso que tira la manga,,Z0999990628,Eladia Blázquez,Eladia Blázquez
El cotorro,tango,Z0999914550,Augusto Gentile,-
El criollito oriental,milonga,T0370170925,Alberto Mastra,Alberto Mastra
El criollo más criollo,tango,Z0999902214,Ángel Villoldo,Ángel Villoldo
El cristal del corazón,tango,T0373442637,Jaime Wilensky,
El cristo que tú me diste,triste campero,Z0999918581,Diego Centeno,
El cuarenta y cinco,tango,T0370952592,María Elena Walsh,María Elena Walsh
El cuarteador,tango milonga,T0370173924,Enrique Cadícamo,Enrique Cadícamo
El cuarto está por llegar,tango,T0370159559,José Pecora,Alfredo Gallipoli
El cuatrero,tango,T0370007525,Agustín Bardi,-
El cuchillo de plata,,Z0999990629,Ambrosio Río,Ambrosio Río
El culebrón,,Z0001178269,,Luis Alposta
El curda,tango,T0370280402,"Pantaleón Mosca, ZAS JOSE",Francisco Floreal García
El curdela,tango,T0370124756,Juan Félix Maglio,Jorge Luque Lobos
El curioso,tango,Z0999917613,Próspero Cimaglia,-
El curro,candombe,Z0999990630,,
El cuzquito,tango,Z0000000772,Vicente Greco,José Arolas
El cuzquito,tango,Z0999990631,Rosita Quiroga,Enrique Cadícamo
El debut,milonga,Z0999901970,,
El dengue,tango,Z0999918713,Gerardo Metallo,
El desafío,milonga,T0370178236,René Ruiz,Gualberto Márquez
El desalojo,tango,T0370514569,Alberto Hilarion Acuña,Francisco Amor
El desbande,tango,Z0000074770,Astor Piazzolla,
El deschave,,Z0000202700,Edmundo Rivero,
El descolado,milonga,T0370100256,"Roberto Morel, Carlos Mayel",Aldo Queirolo
El desconcierto,tango,Z0999914632,Gabriel Clausi,Aurelio Tallarico
El desdeñoso,tango,T0370099107,Salvador Merico,Manuel Romero
El deseo,,T0722248863,"Max Masri, Diego Sebastian Velazquez",
El desertor,milonga,T0371044222,Alberto Cosentino,Juan Manuel Pombo
El desierto,rumba,Z0999990632,,
El despertar,tango,T0370298648,Luis Esteban Mandarino,Luis Esteban Mandarino
El despreciao,ranchera,Z0999917891,,
El desquite,tango,Z0999901880,Juan Polito,
El desquite,tango,Z0999910402,Julio De Caro,-
El destino,tango,T0370378032,Carlos Gardel,Mario Battistella
El destino,,Z0999990633,Augusto Gentile,
El desvío,,T0374186523,"Max Masri, Diego Sebastian Velazquez",
El detalle,tango,T0372546821,Carlos Lucero,Carlos Lucero
El detalle,tango,T0373765639,,
El día de la luz,tango,Z0999990634,,
El día de Saint-Juan,tango,Z0999900908,Juan Andrés Ghirlanda,
El día de tu ausencia,tango,T0370182254,Argentino Galván,Manuel Arcos
El día de tu boda,,T0370532992,Juan Carlos Cobián,Enrique Cadícamo
El día despues,,T0374056888,Carlos Libedinsky,-
El día después,tango,Z0001251747,Walter Ríos,
El día que me quieras,canción,T0370012068,Carlos Gardel,Alfredo Le Pera
El día que me quieras,vals,Z0999912964,Victor Troysi,-
El día que me quieras,tango,Z0999916024,Víctor Donato,Miguel Gómez Bao
El día que te fuiste,vals,T0370098900,Héctor Lomuto,Héctor Lomuto
El día que yo me vaya,,Z0999990635,"Lucio Demare, Roberto Fugazot","Enrique Cadícamo, Agustín Irusta"
El día que yo pueda,tango,T0370010153,Francisco Canaro,Celedonio Flores
El diablo,,Z0999909204,Astor Piazzolla,Horacio Arturo Ferrer
El diablo,tango,Z0999918844,Vicente Mazzoco,
El diablo en el corazón,shimmy,Z0999915993,Manuel Parada,Mario Battistella
El diagnóstico,,T0370977857,Carlos Lucero,
El Diego,tango,Z0999990636,Daniel Piazzolla,-
El diente,,Z0000022752,Julio De Caro,Luis Mario
El director artístico,poema lunfardo,Z0999911682,,
El distinguido ciudadano,tango,T0370090940,Peregrino Paulos,-
El divorcio,milonga,T0370067585,Luis Addesso,Raúl Hormaza
El doblete,tango,T0370037083,Miguel Padula,-
El docente de bicicleta,vals,Z0999915926,,
El dolorido,,T0370102036,Augusto Pedro Berto,-
El dorado,tango,Z0999916450,,-
El dormido,tango,Z0999919151,,
El dormilón,,T0371285232,Donato Racciatti,Federico Silva
El Dotor,poema lunfardo,Z0999912463,,
El duelo,,T0722248874,"Max Masri, Diego Sebastian Velazquez",
El duende,tango,Z0999912091,Juan Polito,Carlos Marín
El duende de soñar,,T0372489434,,Abel Fontán
El duende del salón,tango,Z0999917815,,
El eco de nuestra soledad,tango,Z0999990637,Virgilio Expósito,Virgilio Expósito
El eléctrico,tango,T0370143320,Vicente Greco,Ernesto Temes
El embajador,,T0370452304,Armando Pontier,-
El embrollo,tango,T0370293165,Esteban Enrique Gilardi,-
El embrollón,milonga,T0370479698,Inocencio Buonsanti,
El embrujado,tango,Z0999901647,,
El embrujo de tu violín,tango,T0370010879,Mario Maurano,Armando Tagini
El emigrante,paso doble,Z0999916872,Adolfo Carabelli,Francisco Lozano
El empilchao,tango,Z0999914087,Alfredo Ángel Pelaia,
El enamorado,tango,Z0999917905,Ángel Pastore,-
El encopao,tango,T0370189277,Osvaldo Pugliese,Enrique Dizeo
El engaño,tango,Z0999990638,,-
El engobbiao,tango,T0370410868,Eduardo Rovira,-
El enorme Gustavo,,Z0999990639,Atilio Stampone,
El ensueño de Bahía,bossa nova,T0371096126,"Dante Amicarelli, Horacio Salgán",
El entrerriano,tango,T0370000068,Rosendo Mendizábal,Ernesto Temes
El entrerriano,tango,T0374345568,Rosendo Mendizábal,Homero Expósito
El entrerriano,tango,Z0999910559,Rosendo Mendizábal,-
El entrerriano,tango,Z0999916926,Rosendo Mendizábal,
El entrerriano,poema,Z0999990640,,Carlos de la Púa
El entrerriano,tango,Z0999990641,Rosendo Mendizábal,
El equilibrista,vals,T0374261514,,-
El error,,Z0999990642,,Julio Sosa
El escape,tango,Z0999990643,Daniel Melingo,Daniel Melingo
El escarmiento,poema lunfardo,Z0999917090,,
El escobero,tango milonga,Z0999901615,Ambrosio Radrizzani,
El escondido,,T0370011441,Andrés Chazarreta,
El escondite de Hernando,tango,Z0999900117,,
El esgunfio,tango,Z0999901743,,
El espejito,tango,Z0999900512,Antonio Scatasso,
El espejo de la verdad,,T0372173857,"Mario Valdez, Osvaldo Tarantino","Mario Valdez, Osvaldo Tarantino"
El espejo de mi vida,vals,Z0002662667,Felipe Pinglo Alva,Felipe Pinglo Alva
El espejo de tus ojos,vals,T0370209407,Mario Perini,Ángel Vargas
El esperita,tango,T0425036765,Lucas Kohan,-
El espiante,tango,T0370011554,Osvaldo Fresedo,-
El espiante,tango,Z0999918158,,
El espiro,poema lunfardo,Z0999911692,,
El esquinazo,tango milonga,T0370238586,Ángel Villoldo,"Carlos Pesce, Antonio Polito"
El esquinazo,tango milonga,T0370355320,Ángel Villoldo,Francisco García Jiménez
El estagiario,tango,T0464663157,M.A. Lasala Alvarez,M.A. Lasala Alvarez
El estampillado,tango,Z0999916424,,-
El estancado,tango,Z0999916517,Juan Bergamino,-
El estanciero,tango,Z0999918928,Alejandro Junnissi,
El estopín,tango,Z0999917202,Miguel Tornquist,-
El estrellero,tango,T0370299163,Mariano Mores,Francisco Amor
El estrellero,,Z0999990644,Mario Canaro,
El estribo,tango,T0370141904,Vicente Greco,Ernesto Temes
El estudiante,tango,T0370039681,José Martínez,-
El estudiante,tango,Z0999917899,,
El eterno irremplazable,,Z0999990645,,Alberto Cosentino
El exilio,tango,T0419413174,Mauricio Annunziata,Mario Vignale
El exilio de Carlitos,tango,Z0999990646,Ricardo Bruno,Ricardo Bruno
El expatriado,tango,Z0999990647,,-
El extraño caso,tango,T0373594821,Daniel Melingo,Luis Alposta
El famoso,tango,Z0999917889,,-
El fanfaron [El fanfarrón],tango,Z0999909042,Yves Puech,-
El fantasma de La Boca,tango,Z0999900286,,
El farolero,tango,Z0999916739,Arnaldo Barsanti,-
El favorito,tango,T0370151384,Juan Bautista Domingo Rezzano,Lito Bayardo
El favorito,tango milonga,Z0000046770,Francisco Canaro,-
El favorito,tango,Z0999916083,Mauricio Mignot,-
El favorito,tango,Z0999990648,"Yves Puech, Rico Truxillo",-
El feite,,Z0999909043,,Carlos de la Púa
El fileteador,,T0373779577,Raúl Miguel Garello,Horacio Arturo Ferrer
El fin de nuestro amor,,Z0999916737,Donato Racciatti,Federico Silva
El final de un cuento,tango,T0371837750,"Tití Rossi, Héctor Varela",Silvio Soldán
El firulete,milonga,T0370436488,Mariano Mores,Rodolfo M. Taboada
El firulete,tango,Z0999918203,,
El Flaco Abel,tango,T0370525088,Roberto Pansera,Eduardo Parula
El flechazo,,T0370146330,Pacifico Victor Lambertucci,Juan Andrés Caruso
El flete,tango,T0370013005,Vicente Greco,Gerónimo Gradito
